Chemical Formula,Trace,State,Date
OP7,"['7PO', '7PO']",Solid,2021-10-06 22:25:06
HV5,"['V5H', '5HV']",Solid,2010-10-11 23:43:32
4MK,"['K4M', 'KM4']",Liquid,2012-12-22 16:01:27
MW8,['M8W'],Gas,2017-01-09 04:02:02
G2I,[],Gas,2014-05-01 23:54:19
2TJ,"['2JT', 'T2J']",Liquid,2012-10-04 17:53:07
XA0,"['X0A', '0XA']",Solid,2014-07-09 13:04:54
R6E,[],Liquid,2021-01-14 02:45:57
DI6,['I6D'],Liquid,2014-07-17 15:31:46
ED7,"['ED7', 'E7D']",Liquid,2017-12-18 01:19:09
6EX,"['6XE', '6XE', '6EX']",Gas,2014-02-04 05:53:55
1KK,['1KK'],Solid,2011-01-18 11:30:56
Y7X,"['XY7', 'Y7X']",Gas,2012-01-14 04:47:57
R2M,"['R2M', '2MR', 'R2M']",Gas,2019-05-09 22:31:34
7WA,"['7AW', 'WA7', 'AW7']",Gas,2021-11-13 17:32:47
ZK8,[],Gas,2018-09-09 00:37:38
N2F,[],Solid,2017-01-18 15:31:03
A4F,[],Solid,2016-05-11 14:03:01
J8D,"['DJ8', 'J8D', 'JD8']",Liquid,2014-11-11 07:17:27
X1J,"['XJ1', 'X1J', '1XJ']",Liquid,2015-02-13 20:15:48
1SB,"['SB1', 'SB1', 'BS1']",Liquid,2014-07-19 13:05:21
QB8,"['8BQ', 'QB8', 'B8Q']",Solid,2015-08-27 15:07:31
S2Q,"['2SQ', 'SQ2']",Liquid,2012-01-18 19:29:33
2LZ,[],Solid,2019-04-29 16:23:56
M9F,['M9F'],Solid,2010-12-27 02:13:14
O3K,"['KO3', '3KO', 'O3K']",Gas,2018-01-08 18:40:31
3MD,[],Gas,2015-02-04 22:37:50
7OS,['7SO'],Gas,2020-08-23 07:18:59
Q9N,"['N9Q', 'NQ9']",Liquid,2015-06-08 22:12:09
9UE,"['9EU', 'UE9']",Gas,2014-04-23 01:42:33
4JZ,"['JZ4', 'J4Z', 'J4Z']",Gas,2016-10-28 05:57:14
3DZ,['Z3D'],Gas,2015-11-08 11:02:04
HD4,"['HD4', 'H4D', 'D4H']",Liquid,2016-11-29 07:37:08
PJ7,[],Liquid,2018-02-17 06:21:59
I5H,[],Gas,2014-09-13 13:30:05
2ZG,"['G2Z', '2GZ', 'Z2G']",Liquid,2019-11-30 19:23:18
T1T,"['TT1', 'T1T']",Solid,2018-12-05 11:18:46
S8Z,"['SZ8', 'ZS8', 'S8Z']",Gas,2013-04-25 17:06:37
8CB,[],Gas,2018-04-13 17:12:12
YO2,[],Liquid,2018-03-22 16:04:25
B8R,"['RB8', '8RB']",Solid,2021-05-30 01:06:48
0YG,['0YG'],Solid,2011-10-17 19:53:53
JR7,"['7JR', 'RJ7', 'J7R']",Gas,2017-06-23 13:31:56
E1P,"['1EP', '1EP']",Gas,2019-11-21 02:19:57
5US,"['5SU', '5SU']",Solid,2010-05-11 07:38:03
6YU,"['UY6', 'UY6', 'UY6']",Gas,2019-06-13 08:30:02
9RW,['WR9'],Gas,2016-04-23 20:31:13
8AO,"['A8O', '8AO']",Gas,2016-02-21 21:37:09
IU4,[],Liquid,2020-09-21 23:39:59
L7D,['7LD'],Gas,2021-07-12 00:43:17
7NK,['NK7'],Liquid,2017-06-18 13:27:26
5UE,['5UE'],Solid,2010-07-11 20:55:59
C6U,[],Liquid,2010-04-28 11:03:37
9GF,[],Solid,2015-01-06 01:15:27
R1L,['R1L'],Solid,2011-12-26 10:48:51
U6H,[],Gas,2018-11-17 07:45:46
5VR,"['V5R', '5VR']",Liquid,2014-01-07 03:55:06
D1S,['DS1'],Liquid,2019-04-23 06:16:43
XV0,['XV0'],Gas,2011-07-24 21:53:07
2SK,"['SK2', '2SK']",Gas,2013-09-01 09:12:24
3CY,['CY3'],Liquid,2012-02-21 20:01:48
2IT,"['2IT', 'IT2']",Gas,2018-11-03 10:50:36
DH7,['D7H'],Gas,2016-03-10 01:01:34
V4D,['4VD'],Solid,2013-06-25 12:47:39
WQ6,[],Gas,2010-11-11 22:38:20
NY9,"['N9Y', 'NY9', '9NY']",Liquid,2015-05-28 23:16:47
1PA,['A1P'],Solid,2013-04-22 16:41:19
0MH,"['H0M', '0HM']",Solid,2013-06-03 07:14:32
ER0,[],Solid,2019-06-18 07:51:37
2LC,"['CL2', '2CL']",Liquid,2014-03-14 18:55:33
Y0O,['0YO'],Liquid,2017-01-09 21:30:40
1VG,"['VG1', '1VG']",Supercritical fluid,2019-10-25 15:07:04
CP2,[],Solid,2015-12-24 04:38:24
M4B,['B4M'],Solid,2012-08-11 14:32:13
2CB,"['2CB', 'C2B']",Liquid,2012-05-01 07:28:43
RY9,['RY9'],Gas,2013-09-10 21:01:46
8BI,"['8BI', 'BI8', 'B8I']",Gas,2020-03-28 19:52:11
F2U,"['2FU', '2FU', 'FU2']",Solid,2017-03-25 17:33:03
O5D,['5DO'],Liquid,2017-10-31 05:32:49
6ZX,['Z6X'],Gas,2014-03-27 09:35:46
6PE,"['PE6', 'P6E', '6EP']",Gas,2015-12-06 13:29:15
OO2,"['O2O', '2OO', '2OO']",Solid,2010-05-22 15:17:29
1OV,"['1OV', 'VO1', 'VO1']",Gas,2010-06-29 07:32:57
SM0,[],Solid,2021-03-20 13:08:40
QI3,[],Gas,2017-04-03 03:54:08
B6S,['6BS'],Solid,2021-09-06 10:53:56
9DD,[],Solid,2014-10-06 03:13:19
NH6,[],Solid,2016-06-13 09:41:17
MP7,"['M7P', '7MP']",Liquid,2012-02-03 03:38:20
0SF,[],Gas,2018-05-06 21:02:45
QV0,"['QV0', 'VQ0']",Gas,2011-11-03 05:09:02
6NK,"['K6N', 'N6K', '6NK']",Solid,2019-05-06 02:07:18
AK6,['6AK'],Liquid,2021-02-02 03:35:24
Y6K,"['YK6', 'YK6']",Solid,2018-01-01 21:09:53
3NR,['NR3'],Solid,2013-06-13 10:00:58
4VE,['E4V'],Gas,2012-11-08 17:22:22
O7G,['GO7'],Liquid,2019-10-04 01:32:03
JJ3,['3JJ'],Liquid,2012-02-08 18:02:15
W2G,"['GW2', 'GW2', 'W2G']",Solid,2020-12-11 06:05:49
R0H,[],Liquid,2018-07-09 15:18:35
1RQ,"['1QR', 'RQ1']",Gas,2012-02-29 06:41:32
MB5,"['M5B', '5BM']",Solid,2018-03-10 20:49:18
J4O,"['J4O', 'J4O']",Liquid,2011-12-20 16:40:20
OL2,['2OL'],Liquid,2013-06-24 18:03:07
Z0O,"['0ZO', 'ZO0', 'ZO0']",Gas,2019-10-12 23:09:06
3PV,[],Liquid,2020-12-30 01:54:45
W1N,"['WN1', 'WN1', '1WN']",Solid,2015-01-17 10:59:13
1AE,"['1AE', 'EA1']",Gas,2014-05-11 08:59:55
F7F,[],Liquid,2013-07-04 02:11:30
5JN,"['N5J', 'J5N', '5JN']",Liquid,2021-04-02 22:35:34
BO3,"['O3B', 'BO3', 'B3O']",Solid,2019-04-23 00:25:48
ZH9,['HZ9'],Liquid,2021-08-08 15:14:19
NP1,"['P1N', 'P1N']",Liquid,2016-02-13 09:56:43
Q9V,[],Gas,2014-08-26 19:44:10
GZ0,['ZG0'],Liquid,2014-01-05 22:35:26
MA4,[],Gas,2014-09-30 20:33:07
BS0,"['B0S', '0BS', 'S0B']",Gas,2016-02-25 21:15:46
9HV,['H9V'],Liquid,2020-11-01 02:43:52
TY6,[],Gas,2010-03-13 00:48:10
AR5,['5AR'],Liquid,2021-12-20 06:40:28
VM3,"['MV3', '3VM', 'M3V']",Solid,2021-10-29 14:16:38
N7P,['PN7'],Solid,2020-07-05 23:14:57
CO5,[],Gas,2019-08-14 12:47:18
PF2,[],Gas,2021-05-25 02:08:27
Y5V,[],Gas,2016-12-27 10:51:04
1EQ,['1EQ'],Gas,2018-01-03 11:14:53
0ZI,[],Solid,2019-03-21 04:35:42
0NB,"['NB0', 'NB0', '0NB']",Liquid,2012-11-18 19:58:09
L2Q,"['LQ2', 'QL2']",Solid,2010-08-22 09:59:29
R1R,"['RR1', '1RR']",Gas,2011-05-22 21:10:34
RR4,"['4RR', 'R4R']",Gas,2019-04-04 02:08:35
NH1,"['1NH', 'NH1', '1HN']",Gas,2018-10-21 23:02:04
H7L,"['7LH', 'L7H']",Gas,2010-05-06 08:37:07
VY4,"['YV4', 'Y4V']",Liquid,2015-10-31 12:04:00
Y0O,"['OY0', 'O0Y']",Solid,2016-11-14 08:19:56
6IO,['OI6'],Gas,2011-12-28 10:26:33
TI3,"['IT3', 'IT3']",Gas,2012-03-05 15:19:36
YE7,[],Gas,2020-02-06 08:35:41
QZ1,[],Solid,2014-09-09 23:49:15
HN6,"['N6H', '6HN']",Gas,2012-05-22 04:18:36
2LG,"['LG2', 'LG2']",Gas,2019-08-08 23:01:47
H7X,"['7XH', 'XH7']",Solid,2013-06-16 14:12:50
E2T,"['TE2', 'ET2']",Solid,2015-11-15 17:30:49
9OK,"['KO9', 'K9O']",Solid,2020-03-22 17:32:48
W4V,"['W4V', 'WV4', '4WV']",Solid,2014-01-31 23:33:24
5YN,"['NY5', 'YN5']",Solid,2012-12-13 11:10:14
T7U,"['7UT', 'T7U', 'UT7']",Liquid,2017-07-09 03:43:59
8HN,"['HN8', 'HN8', 'NH8']",Gas,2018-09-22 14:16:21
MM5,[],Gas,2017-05-25 16:19:36
5LO,[],Gas,2010-08-04 16:46:45
7QA,"['QA7', 'A7Q', 'AQ7']",Gas,2017-04-15 20:50:57
M2W,[],Gas,2019-12-16 00:41:34
W7A,[],Gas,2020-05-03 17:47:00
TA0,"['A0T', '0TA']",Gas,2010-06-13 20:09:13
M0I,['0IM'],Liquid,2021-04-08 18:52:48
EX5,['E5X'],Solid,2020-08-27 15:43:20
I1A,"['AI1', 'A1I', '1AI']",Solid,2020-07-17 19:08:28
2MQ,['QM2'],Gas,2020-08-20 09:35:25
NJ8,"['NJ8', 'J8N', 'N8J']",Solid,2010-11-14 07:18:24
P0B,[],Solid,2012-11-10 04:16:50
7ZA,['7AZ'],Solid,2014-12-21 03:51:23
UX1,"['X1U', 'U1X', '1XU']",Gas,2012-11-14 20:10:37
S5R,"['RS5', '5RS', 'RS5']",Liquid,2017-07-01 18:20:55
2QF,[],Liquid,2016-05-04 06:18:20
VU4,"['4VU', 'V4U', '4UV']",Liquid,2011-04-28 18:37:59
4UQ,[],Liquid,2011-05-25 03:58:10
6AR,['RA6'],Liquid,2021-08-13 04:32:50
D7P,"['PD7', 'DP7']",Liquid,2013-01-13 00:55:49
KU9,['K9U'],Solid,2016-07-18 16:44:20
PN4,"['NP4', 'NP4']",Liquid,2020-03-27 01:52:21
PI1,"['1IP', '1PI']",Gas,2018-12-04 19:55:10
GD2,['DG2'],Liquid,2017-02-03 10:42:05
T9B,"['9BT', '9BT']",Solid,2010-05-22 22:26:10
NM1,['N1M'],Solid,2012-02-25 04:05:15
UL1,[],Solid,2017-05-05 03:37:40
PR5,"['R5P', '5PR', 'P5R']",Gas,2021-10-17 11:16:07
Q3W,[],Supercritical fluid,2021-08-29 01:44:56
A8P,['PA8'],Solid,2011-10-21 19:16:49
6VV,"['VV6', 'VV6']",Liquid,2012-05-31 02:26:44
R9Q,"['RQ9', 'R9Q']",Solid,2014-08-17 14:48:11
2ZS,"['Z2S', 'Z2S', 'SZ2']",Liquid,2012-05-22 14:23:29
N4W,[],Gas,2016-03-17 18:54:18
NA7,[],Solid,2010-11-06 01:30:24
RD2,[],Gas,2018-07-08 01:24:33
0AT,['T0A'],Gas,2016-01-24 20:08:16
6PJ,"['J6P', '6PJ', 'JP6']",Gas,2021-01-07 12:16:46
E7N,"['E7N', 'EN7', 'E7N']",Solid,2012-09-20 12:10:27
9CF,['CF9'],Gas,2012-04-09 05:30:44
9MC,[],Solid,2010-09-11 04:50:18
9LU,['UL9'],Gas,2013-08-21 04:35:40
0XI,['0IX'],Gas,2020-10-13 07:30:03
T2Z,['Z2T'],Liquid,2012-11-22 15:16:07
9GD,"['D9G', '9GD']",Gas,2012-11-27 18:46:22
UG0,"['0GU', 'GU0']",Solid,2017-06-12 12:38:46
K5C,[],Solid,2016-10-01 22:44:35
IQ7,"['QI7', 'Q7I']",Solid,2012-11-11 11:33:34
4JB,"['J4B', 'B4J']",Solid,2017-04-19 10:46:44
X8G,"['GX8', 'GX8', 'GX8']",Solid,2012-02-11 18:40:15
R6D,['DR6'],Liquid,2012-07-11 22:17:26
6UJ,"['6UJ', 'J6U', '6UJ']",Liquid,2018-01-13 08:48:14
GT3,"['TG3', 'G3T']",Gas,2015-05-04 13:10:42
YT3,"['T3Y', '3TY', 'TY3']",Liquid,2015-05-05 01:04:32
I6M,"['6MI', '6MI']",Liquid,2012-12-23 07:40:46
0UQ,[],Solid,2013-09-09 18:53:12
4FP,"['4FP', 'P4F', '4PF']",Gas,2014-10-29 03:40:44
KO9,[],Liquid,2021-01-31 10:54:21
5ZT,[],Gas,2015-10-26 04:35:29
4MK,"['K4M', 'K4M']",Gas,2015-03-11 21:56:51
DM4,[],Solid,2014-04-21 23:53:32
A2H,"['AH2', 'AH2', 'H2A']",Solid,2019-01-11 04:24:33
E3Z,"['Z3E', 'ZE3', 'Z3E']",Liquid,2016-03-14 20:05:09
BS1,['BS1'],Solid,2011-02-19 10:42:09
7OU,"['UO7', '7OU', 'U7O']",Gas,2015-01-25 13:16:41
O2F,"['2FO', 'FO2']",Solid,2011-01-21 12:08:01
6ZW,['6ZW'],Liquid,2011-05-25 08:34:43
E0T,"['0TE', 'E0T']",Gas,2019-11-23 10:42:52
FP5,"['5PF', 'FP5']",Solid,2010-06-01 23:47:43
V4B,['4VB'],Solid,2011-12-01 00:14:30
9UG,"['G9U', '9GU', '9GU']",Gas,2012-07-29 23:25:57
RB8,['BR8'],Liquid,2020-04-12 14:31:33
Y8Y,[],Liquid,2021-01-07 20:25:39
LG4,"['4LG', 'GL4']",Gas,2011-09-18 14:18:24
WZ9,"['9ZW', 'W9Z', 'ZW9']",Solid,2018-10-19 17:58:50
2MC,"['C2M', '2MC', 'C2M']",Liquid,2014-01-06 20:09:59
IL0,"['0IL', 'L0I']",Liquid,2016-05-20 06:08:59
4EW,"['E4W', 'WE4', '4EW']",Solid,2012-08-27 15:06:02
4MR,['4RM'],Gas,2018-02-10 03:56:34
K8Y,[],Solid,2015-06-27 16:22:37
R6L,"['RL6', '6LR', 'R6L']",Solid,2015-05-31 08:06:04
B2M,"['2BM', '2BM', '2MB']",Gas,2010-12-31 10:15:49
6UQ,[],Solid,2020-03-29 01:15:24
Q2Q,"['Q2Q', 'Q2Q']",Liquid,2016-12-17 16:07:56
6UM,['U6M'],Gas,2021-03-31 00:49:46
F3O,['O3F'],Plasma,2015-11-18 04:59:10
B6E,[],Liquid,2015-01-11 11:44:03
4BA,['AB4'],Gas,2010-04-16 04:02:37
2LV,"['VL2', '2LV']",Solid,2017-02-04 01:12:52
8WH,"['WH8', 'HW8', 'WH8']",Liquid,2014-03-28 16:28:41
KJ1,"['K1J', 'J1K']",Liquid,2015-08-22 21:51:37
Q8H,"['Q8H', 'QH8']",Gas,2010-08-31 00:30:12
K1E,"['1KE', 'E1K']",Gas,2019-02-23 06:40:27
8GG,['8GG'],Gas,2010-12-21 14:40:28
2MV,"['2MV', 'MV2']",Liquid,2020-02-13 02:22:43
NH9,"['NH9', 'HN9']",Liquid,2013-12-04 07:10:32
HI4,"['IH4', 'I4H']",Gas,2012-07-04 16:39:53
SO6,"['S6O', '6SO', 'O6S']",Liquid,2021-08-21 15:41:42
TW1,[],Solid,2018-03-11 07:57:55
LX2,"['X2L', '2LX']",Liquid,2021-02-26 00:38:28
PU1,"['U1P', 'P1U', 'PU1']",Liquid,2017-03-19 02:27:35
QU3,['QU3'],Liquid,2010-05-17 14:27:27
HY7,"['Y7H', 'YH7']",Solid,2017-11-20 07:07:07
X1D,"['X1D', 'D1X', '1DX']",Liquid,2020-01-15 13:44:09
7KC,"['K7C', 'CK7']",Liquid,2014-04-03 09:05:01
5IY,"['Y5I', 'Y5I', '5YI']",Gas,2014-07-30 10:52:19
RM6,[],Solid,2017-08-04 09:33:46
2WT,[],Solid,2018-04-27 20:18:35
I0P,[],Solid,2016-12-28 14:02:02
NP3,[],Liquid,2019-10-21 16:10:54
E8Z,['8ZE'],Solid,2020-10-05 14:27:21
6RU,[],Liquid,2021-06-20 16:41:57
EG2,"['2GE', 'GE2', 'G2E']",Liquid,2018-06-24 13:27:51
3WL,['LW3'],Liquid,2013-02-03 08:34:58
WG3,[],Gas,2020-04-12 01:49:49
OQ1,[],Solid,2015-02-19 18:37:48
A4V,"['4AV', 'VA4']",Solid,2014-10-04 05:00:19
QM7,"['7QM', 'QM7']",Liquid,2011-08-19 00:04:53
9FI,"['F9I', 'F9I', 'FI9']",Solid,2019-03-04 03:58:43
PI0,"['0IP', 'I0P']",Liquid,2011-06-24 20:50:29
D5Q,"['5QD', 'QD5']",Plasma,2013-08-24 00:25:13
A8S,"['8SA', 'A8S', '8SA']",Gas,2014-09-05 07:45:16
UN7,['UN7'],Gas,2018-04-11 12:20:35
P2O,"['PO2', 'OP2']",Gas,2013-12-30 09:56:25
OA0,"['AO0', 'A0O', '0AO']",Solid,2015-11-06 07:57:56
C2H,"['2HC', 'C2H']",Gas,2019-07-16 07:31:58
E9X,[],Gas,2020-02-24 21:12:54
W3P,"['WP3', 'PW3', 'WP3']",Gas,2017-07-09 19:09:16
D7E,[],Gas,2017-03-10 03:29:18
QD9,"['QD9', 'D9Q']",Gas,2015-04-16 16:35:42
FN0,"['FN0', 'N0F']",Gas,2016-08-15 11:56:51
DZ4,"['4ZD', 'ZD4', 'DZ4']",Solid,2011-10-23 05:56:00
JP8,['8JP'],Liquid,2017-08-04 15:01:58
BT6,"['BT6', 'T6B', 'BT6']",Solid,2020-08-09 10:34:51
UL2,[],Liquid,2012-07-10 14:15:44
8DV,[],Liquid,2020-04-11 22:21:19
PE1,"['1EP', 'EP1']",Solid,2020-03-30 05:18:21
Z7C,['7CZ'],Gas,2014-09-03 12:48:15
0KC,"['K0C', '0CK']",Solid,2019-06-22 16:05:35
8KM,[],Gas,2017-04-12 04:40:00
UI2,[],Gas,2015-04-13 18:01:20
2FK,"['KF2', 'KF2', '2FK']",Liquid,2013-09-30 23:10:29
N8J,['J8N'],Solid,2021-05-07 09:20:27
B6H,"['BH6', 'H6B']",Liquid,2021-12-04 06:06:26
GX7,"['G7X', 'XG7', 'G7X']",Liquid,2020-08-12 19:59:55
7EA,"['7AE', '7EA']",Solid,2011-02-17 17:56:15
DQ6,"['6DQ', 'Q6D']",Solid,2017-11-11 21:04:29
JJ2,[],Solid,2013-08-10 04:14:28
MV8,"['V8M', 'V8M', '8MV']",Gas,2013-05-12 21:11:46
H2L,[],Liquid,2013-01-08 21:54:31
F9B,"['B9F', 'B9F', 'BF9']",Liquid,2013-11-21 14:53:24
2GT,[],Solid,2015-12-01 06:04:31
QM8,[],Gas,2015-11-29 21:43:53
G1S,"['GS1', 'G1S']",Liquid,2017-08-29 13:54:54
7JO,['7JO'],Gas,2019-05-22 12:39:16
5KS,"['SK5', '5SK']",Solid,2021-02-28 05:08:22
0FO,[],Solid,2010-08-31 17:14:59
4VO,"['OV4', 'O4V', 'OV4']",Solid,2017-07-08 19:07:58
MI6,[],Solid,2021-06-10 21:30:53
J6M,['6MJ'],Liquid,2015-09-13 08:13:30
1LL,[],Liquid,2018-12-17 09:52:08
2OC,['2CO'],Solid,2010-03-07 22:30:15
GO2,[],Solid,2018-08-24 11:44:29
7KA,['KA7'],Gas,2015-09-12 14:28:27
M3C,[],Gas,2012-08-02 22:09:10
8WR,[],Gas,2017-07-06 23:54:47
K9Z,"['Z9K', 'ZK9', '9KZ']",Liquid,2011-11-16 00:01:29
7GQ,[],Gas,2010-02-07 05:18:52
OI5,"['OI5', 'I5O', '5OI']",Gas,2012-02-29 11:45:40
8JG,"['JG8', 'GJ8']",Liquid,2019-12-20 19:28:10
0NR,[],Liquid,2011-06-12 14:34:26
A0L,['0AL'],Solid,2020-09-22 09:41:30
0TU,"['T0U', 'U0T', 'T0U']",Solid,2016-03-01 12:21:14
4LY,"['YL4', '4LY', 'YL4']",Gas,2017-04-08 07:32:00
XR7,['X7R'],Solid,2018-02-24 06:25:24
L6T,['L6T'],Liquid,2021-09-12 23:26:51
2SF,"['2FS', 'S2F', '2SF']",Liquid,2010-09-29 05:57:27
L1U,"['LU1', 'UL1']",Solid,2010-07-18 05:05:41
XU1,"['U1X', '1XU']",Liquid,2018-05-11 04:08:05
A6T,"['AT6', 'AT6', 'T6A']",Solid,2014-04-19 18:43:10
DL1,[],Gas,2013-07-07 21:05:27
P3R,['PR3'],Liquid,2014-09-27 23:17:53
IS6,"['SI6', 'S6I', 'IS6']",Liquid,2018-08-08 06:17:30
5TV,"['V5T', '5VT']",Gas,2010-11-07 05:04:03
S0C,['SC0'],Solid,2019-03-03 07:04:06
MX4,[],Liquid,2018-03-03 05:31:34
FU6,"['6UF', '6FU', 'F6U']",Gas,2021-07-12 06:44:19
TB2,['T2B'],Solid,2015-07-13 12:51:06
5PD,"['DP5', 'D5P', 'PD5']",Solid,2014-10-19 03:56:31
V0E,"['0EV', 'EV0']",Liquid,2013-02-18 19:36:51
0HC,"['HC0', 'C0H']",Gas,2013-10-11 23:59:46
E6G,"['6GE', '6GE']",Liquid,2018-11-09 04:21:12
K7O,"['7OK', 'K7O']",Liquid,2010-12-29 19:45:31
CX8,"['X8C', '8CX']",Liquid,2015-04-13 06:56:49
IG6,[],Solid,2013-06-06 13:28:02
GT7,"['7TG', 'G7T']",Gas,2017-04-10 19:40:36
U4Q,"['Q4U', 'QU4', '4UQ']",Gas,2011-10-07 21:37:56
RU0,"['U0R', '0UR', '0UR']",Solid,2018-01-27 13:34:26
Z5Y,[],Liquid,2016-03-06 19:43:47
D4B,"['BD4', '4BD', 'BD4']",Solid,2016-03-20 17:08:10
X3Y,"['Y3X', 'XY3', '3YX']",Gas,2018-12-22 06:12:31
1PL,"['1LP', '1LP']",Liquid,2011-02-26 09:55:41
Y3A,"['A3Y', '3AY', '3YA']",Gas,2011-12-21 21:08:54
ZE0,[],Liquid,2010-04-18 18:11:35
WF0,"['0FW', '0FW']",Solid,2020-03-02 10:32:05
JJ5,['5JJ'],Liquid,2019-05-25 10:22:19
8SS,[],Gas,2010-10-21 01:35:54
0TY,"['0TY', '0TY']",Gas,2019-08-27 00:26:10
D3W,[],Liquid,2010-01-19 07:19:48
5OL,"['5OL', 'LO5', 'OL5']",Solid,2018-06-20 08:42:50
YL5,[],Gas,2013-11-14 02:14:55
9CL,['9CL'],Gas,2014-03-17 15:26:49
C8G,"['8GC', 'G8C', 'G8C']",Gas,2012-10-18 15:51:06
F9W,['W9F'],Liquid,2015-02-04 12:11:37
BH1,['H1B'],Liquid,2011-12-28 03:49:13
UN4,[],Gas,2016-04-18 12:26:50
FK7,['FK7'],Solid,2012-08-24 13:52:44
N2K,[],Liquid,2020-05-21 04:13:29
R8Z,"['RZ8', '8ZR']",Gas,2016-03-01 15:18:26
J8S,"['JS8', 'J8S', 'J8S']",Solid,2017-03-02 13:00:32
F9X,[],Liquid,2011-04-28 21:10:23
Q8Q,"['Q8Q', '8QQ']",Gas,2014-05-19 13:06:45
K6N,"['NK6', 'N6K']",Gas,2017-06-26 17:07:58
8FE,"['E8F', 'FE8', '8EF']",Liquid,2017-03-05 14:13:21
P2H,"['P2H', 'HP2']",Gas,2021-04-17 13:38:36
3IC,"['3IC', 'IC3']",Liquid,2010-12-23 01:54:27
VL6,['6LV'],Solid,2017-03-09 09:58:06
UJ1,[],Liquid,2015-02-09 04:40:38
RM1,[],Gas,2013-09-01 10:47:06
W6J,['6JW'],Gas,2016-11-25 23:22:32
6OL,['LO6'],Liquid,2010-09-14 09:17:57
HI1,"['HI1', 'IH1']",Liquid,2012-06-16 12:52:13
5KW,['5KW'],Solid,2010-11-28 23:57:18
RW9,[],Solid,2013-09-02 22:25:54
6CZ,"['CZ6', 'Z6C', 'C6Z']",Gas,2019-02-20 19:46:32
EM0,['EM0'],Gas,2020-08-21 11:20:25
K3E,"['3KE', 'KE3', 'K3E']",Solid,2015-04-02 11:56:04
Z6X,"['6XZ', '6ZX', 'Z6X']",Solid,2016-09-16 05:48:20
3LR,[],Liquid,2012-07-20 13:46:57
5JN,"['N5J', 'J5N', 'JN5']",Gas,2017-04-14 15:32:12
3LC,[],Solid,2019-09-21 12:28:29
6WS,"['WS6', 'S6W', 'W6S']",Solid,2010-10-20 01:41:12
E3Q,"['3QE', 'QE3']",Liquid,2013-05-24 00:50:30
NE9,['NE9'],Liquid,2014-12-09 08:15:27
6RY,"['Y6R', 'Y6R']",Gas,2015-06-09 06:35:24
Z4V,['4VZ'],Liquid,2017-04-12 13:00:12
6JG,[],Solid,2020-10-06 11:23:05
U9G,['UG9'],Gas,2020-08-21 00:05:40
TM2,"['M2T', 'MT2', '2TM']",Gas,2016-11-09 07:02:43
B2E,['B2E'],Liquid,2011-05-22 20:03:34
N8Y,"['8YN', 'YN8']",Solid,2016-07-17 16:39:28
9VM,['MV9'],Solid,2020-05-20 01:00:32
4PP,"['P4P', 'P4P', 'P4P']",Gas,2013-05-15 03:25:56
7AB,['AB7'],Liquid,2011-03-01 02:24:37
O9L,"['9OL', '9OL']",Gas,2018-08-28 13:48:32
T9T,"['T9T', '9TT']",Solid,2010-03-17 03:32:58
P5K,"['5KP', 'P5K']",Solid,2015-03-18 15:07:41
MK4,"['K4M', 'M4K']",Liquid,2010-04-27 20:06:00
WR9,"['R9W', '9RW', '9WR']",Gas,2013-04-18 03:02:28
B5A,"['A5B', '5AB']",Liquid,2021-02-02 19:49:36
NC5,['CN5'],Gas,2020-07-11 10:33:11
1IQ,[],Liquid,2011-06-05 06:53:20
ZL5,"['ZL5', '5LZ', 'ZL5']",Gas,2011-07-07 16:39:01
2GG,[],Solid,2021-12-03 23:34:17
NF4,"['NF4', '4FN', '4NF']",Gas,2017-04-25 23:07:27
G8G,[],Solid,2010-04-11 14:19:01
H9K,"['K9H', 'K9H']",Liquid,2018-07-28 01:55:41
TM8,"['T8M', 'M8T']",Solid,2014-01-05 09:55:46
5FZ,['5ZF'],Solid,2014-11-25 01:54:43
T1P,[],Solid,2014-01-18 02:11:38
RL7,['R7L'],Liquid,2017-04-21 01:46:47
WT3,"['W3T', 'W3T', 'WT3']",Solid,2010-05-09 17:26:25
X6H,['HX6'],Liquid,2021-05-07 06:38:38
I6W,"['6WI', 'IW6']",Liquid,2019-02-08 08:35:31
C1A,[],Gas,2020-01-20 22:41:49
0RK,"['R0K', 'K0R']",Solid,2014-05-20 17:58:05
5AG,[],Solid,2013-05-02 14:11:05
J9O,[],Gas,2017-12-17 07:49:59
R5B,"['5RB', 'R5B']",Solid,2018-05-12 04:30:28
3MC,[],Liquid,2011-04-12 09:23:33
NV0,"['0NV', 'N0V']",Solid,2020-09-27 12:50:05
NM6,"['MN6', 'MN6']",Gas,2016-08-24 08:58:47
BP8,['B8P'],Liquid,2017-12-28 01:18:40
C8O,"['O8C', '8OC', 'O8C']",Gas,2014-10-07 09:32:55
1CT,"['1TC', 'CT1', 'C1T']",Gas,2021-07-23 12:06:48
MV5,"['5MV', 'VM5', 'M5V']",Solid,2019-06-18 20:00:44
CS4,[],Liquid,2021-10-20 08:20:02
C6S,"['S6C', 'C6S']",Solid,2012-12-09 04:21:31
R8J,['R8J'],Solid,2021-10-01 07:57:22
6LA,[],Gas,2011-06-27 00:00:11
BJ8,"['J8B', 'BJ8', 'B8J']",Gas,2017-12-31 13:38:54
5QW,"['5WQ', '5WQ']",Liquid,2020-11-28 23:51:57
Q8Z,[],Gas,2013-08-22 11:13:39
S4C,['4CS'],Solid,2017-10-06 08:56:56
